DepMap_ID	cell_line_name	stripped_cell_line_name	CCLE_Name	alias	COSMICID	sex	source	Achilles_n_replicates	cell_line_NNMD	culture_type	culture_medium	cas9_activity	RRID	WTSI_Master_Cell_ID	sample_collection_site	primary_or_metastasis	primary_disease	Subtype	age	Sanger_Model_ID	depmap_public_comments	lineage	lineage_subtype	lineage_sub_subtype	lineage_molecular_subtype
ACH-000922	RCH-ACV	RCHACV	RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330994	Female	DSMZ	NA	NA	NA	NA	NA	CVCL_1851	1160	bone_marrow	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	8	SIDM00449	NA	blood	ALL	b_cell	NA
ACH-000938	NALM-6	NALM6	NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	908158	Male	DSMZ	2	-4.195320696	NA	RPMI + 15% FBS	86.6	CVCL_0092	973	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	19	SIDM00429	NA	blood	ALL	b_cell	NA
ACH-000960	Reh	REH	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909696	Female	ATCC	2	-4.126740136	Suspension	RPMI + 10% FBS	65	CVCL_1650	1272	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	15	SIDM00447	NA	blood	ALL	b_cell	NA
ACH-001106	KOPN-8	KOPN8	KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330933	Female	DSMZ	0	-2.562118624	NA	RPMI + 10% FBS	99.5	CVCL_1866	1206	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	0.25	SIDM01034	NA	blood	ALL	b_cell	NA
ACH-001735	SEMK2	SEMK2	SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	Academic lab	2	-3.167492954	not found	not found	70.7	CVCL_S906	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	5	NA	NA	blood	ALL	b_cell	NA
ACH-001736	HB1119	HB1119	HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Unknown	Academic lab	2	-4.774629899	not found	not found	90.7	CVCL_8227	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA	NA	NA	blood	ALL	b_cell	NA
ACH-001993	NALM-16	NALM16	NALM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NALM-16, Nalm-16	NA	Female	DSMZ	2	-3.675395539	Adherent	RPMI + 10% FBS	66.6	NA	NA	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	12	NA	NA	blood	ALL	b_cell	NA
ACH-002059	P30/OHK	P30OHK	P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	RIKEN	2	-3.92256796	Suspension	RPMI1640+10%FBS	77.5	CVCL_1631	NA	bone_marrow	Primary	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	11	SIDM00364	NA	blood	ALL	b_cell	NA
ACH-002209	ALL-PO	ALLPO	ALLPO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910944	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1069	1637	bone_marrow	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA	SIDM00211	NA	blood	ALL	b_cell	NA
ACH-002211	BALL-1	BALL1	BALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910705	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1075	48	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA	SIDM00287	NA	blood	ALL	b_cell	NA
ACH-002238	GR-ST	GRST	GRST_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906877	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1236	1709	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA	SIDM01259	NA	blood	ALL	b_cell	NA
ACH-002241	HAL-01	HAL01	HAL01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	949153	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1242	1192	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA	SIDM00289	NA	blood	ALL	b_cell	NA
ACH-002267	LC4-1	LC41	LC41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907787	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1374	583	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA	SIDM00549	NA	blood	ALL	b_cell	NA
ACH-002275	MN-60	MN60	MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	908143	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1421	1177	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA	SIDM00438	NA	blood	ALL	b_cell	NA
ACH-002308	SUP-B8	SUPB8	SUPB8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910209	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1713	2072	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Acute Lymphoblastic Leukemia (ALL)_B-cell	NA	SIDM01177	NA	blood	ALL	b_cell	NA
ACH-000346	JVM-3	JVM3	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907270	Male	DSMZ	1	-2.613614887	NA	RPMI + 10% FBS	52	CVCL_1320	1632	haematopoietic_and_lymphoid_tissue	NA	Leukemia	Chronic Lymphoblastic Leukemia (CLL)_B-cell	73	SIDM01012	NA	blood	CLL	b_cell	NA
ACH-001634	PGA-1	PGA1	PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	2	-4.432217313	Suspension	RPMI 1640 + 10% FBS	92.7	CVCL_Y545	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	Chronic Lymphoblastic Leukemia (CLL)_B-cell	NA	NA	NA	blood	CLL	b_cell	NA
ACH-000038	EHEB	EHEB	EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906854	Female	DSMZ	NA	NA	NA	NA	NA	CVCL_1194	39	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell	69	SIDM01049	NA	lymphocyte	lymphoma_unspecified	b_cell	NA
ACH-001638	RC-K8	RCK8	RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330995	Male	DSMZ	0	-0.344921329	Suspension	RPMI 1640 + 15% FBS	75.8	CVCL_1883	283	ascites	Primary	Lymphoma	B-cell	NA	SIDM00448	NA	lymphocyte	lymphoma_unspecified	b_cell	NA
ACH-001677	U-2904	U2904	U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	2	-2.135224139	Suspension	RPMI 1640 + 10% FBS	55.9	CVCL_X504	NA	pleural_effusion	Primary	Lymphoma	B-cell	59	NA	NA	lymphocyte	lymphoma_unspecified	b_cell	NA
ACH-000398	RI-1	RI1	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	DSMZ	1	-2.5616344	NA	RPMI + 10% FBS	87	CVCL_1885	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins	57	NA	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-000583	MC116	MC116	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907799	Male	ATCC	2	-2.530316903	Suspension	RPMI + 20% FBS	49.9	CVCL_1399	2082	pleural_effusion	NA	Lymphoma	B-cell_Non-Hodgkins	NA	SIDM00637	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-000687	CI-1	CI1	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	DSMZ	NA	NA	NA	NA	NA	CVCL_1861	NA	ascites	NA	Lymphoma	B-cell_Non-Hodgkins	38	NA	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-000914	HT	HT	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907063	Male	ATCC	2	-4.293554699	NA	RPMI + 10% FBS	62.4	CVCL_1290	745	ascites	NA	Lymphoma	B-cell_Non-Hodgkins	70	SIDM00661	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-001539	KML-1	KML1	KML1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	JCRB	2	-2.552994149	Suspension	RPMI 1640 + 20% FBS	60	NA	NA	pleural_effusion	Primary	Lymphoma	B-cell_Non-Hodgkins	28	NA	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-002272	MHH-PREB-1	MHHPREB1	MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	908136	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1413	788	lymph_node	NA	Lymphoma	B-cell_Non-Hodgkins	NA	SIDM00388	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-002301	RF-48	RF48	RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909697	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1657	69	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins	NA	SIDM01092	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-002307	SU-DHL-16	SUDHL16	SUDHL16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1331034	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1890	1449	pleural_effusion	NA	Lymphoma	B-cell_Non-Hodgkins	NA	SIDM00404	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-002313	TK	TK	TK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1331045	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_3216	851	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins	NA	SIDM00323	NA	lymphocyte	non_hodgkin_lymphoma	b_cell	NA
ACH-001485	CII	CII	CII_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	DSMZ	1	-1.355607138	Loosely Adherent	RPMI 1640 + 10% FBS	42	CVCL_0D73	NA	haematopoietic_and_lymphoid_tissue	Primary	Leukemia	B-cell_unspecified	47	NA	NA	blood	unspecified_leukemia	b_cell	NA
ACH-000162	GA-10	GA10	GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1303896	Male	ATCC	NA	NA	NA	NA	NA	CVCL_1222	1008	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	41	SIDM00854	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-000245	BL-41	BL41	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910706	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_1087	737	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	8	SIDM00985	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-000402	BL-70	BL70	BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	1	-2.17785161	Adherent	RPMI + 10% heat inactivated FBS + 1mM Sodium pyruvate + 50uM 2-Mercaptoethanol	37.3	CVCL_1088	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	16	SIDM00074	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-000440	CA46	CA46	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910703	Male	ATCC	NA	NA	NA	NA	NA	CVCL_1101	1190	ascites	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA	SIDM00907	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-000654	Raji	RAJI	RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	909262	Male	ATCC	2	-4.289168828	NA	RPMI + 10% FBS	84.4	CVCL_0511	1762	bone	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	12	SIDM00844	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-000707	P3HR-1	P3HR1	P3HR1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	NA	NA	NA	NA	NA	CVCL_2676	NA	ascites	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	7	SIDM01254	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-000786	Daudi	DAUDI	DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906831	Male	ATCC	NA	NA	NA	NA	NA	CVCL_0008	1783	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	16	SIDM00845	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-000877	EB1	EB1	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Female	ATCC	NA	NA	NA	NA	NA	CVCL_2027	NA	bone	Primary	Lymphoma	B-cell_Non-Hodgkins_Burkitts	9	SIDM00862	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-000944	NAMALWA	NAMALWA	NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	908159	Female	JCRB	NA	NA	NA	NA	NA	CVCL_0067	669	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	3	SIDM00641	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-001064	EB-2	EB2	EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906846	Female	ATCC	NA	NA	NA	NA	NA	CVCL_1186	873	ovary	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	7	SIDM00863	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-001450	BLUE-1	BLUE1	BLUE1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	2	-3.414572804	Suspension	RPMI 1640 + 20% FBS	87	CVCL_1967	NA	bone_marrow	Primary	Lymphoma	B-cell_Non-Hodgkins_Burkitts	29	NA	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-002232	DG-75	DG75	DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906838	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_0244	188	pleural_effusion	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA	SIDM00948	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-002236	EB-3	EB3	EB3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906847	Unknown	ATCC	NA	NA	NA	NA	NA	CVCL_1185	581	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA	SIDM00793	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-002252	JiyoyeP-2003	JIYOYEP2003	JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907268	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1317	1941	ascites	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA	SIDM00808	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-002293	P32-ISH	P32ISH	P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1330987	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_3119	1617	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA	SIDM00362	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-002300	Ramos-2G6-4C10	RAMOS2G64C10	RAMOS2G64C10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910401	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1646	68	ascites	NA	Lymphoma	B-cell_Non-Hodgkins_Burkitts	NA	SIDM01247	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_burkitt	NA
ACH-002392	SC-1	SC1	SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Sci-1	NA	Male	Sanger	NA	NA	NA	NA	NA	CVCL_1888	NA	ascites	NA	Lymphoma	B-cell_Non-Hodgkins_Follicular	67	SIDM00030	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_follicular	NA
ACH-000068	REC-1	REC1	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	DSMZ	NA	NA	NA	NA	NA	CVCL_1884	NA	lymph_node	NA	Lymphoma	B-cell_Non-Hodgkins_Mantle Cell	61	NA	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_mantle_cell	NA
ACH-000106	JVM-2	JVM2	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	907269	Female	DSMZ	0	-1.827745887	NA	RPMI + 10% FBS	67.4	CVCL_1319	764	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Mantle Cell	63	SIDM01013	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_mantle_cell	NA
ACH-000220	Mino	MINO	MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	NA	Male	ATCC	NA	NA	NA	NA	NA	CVCL_1872	NA	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Mantle Cell	64	NA	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_mantle_cell	NA
ACH-000357	JeKo-1	JEKO1	JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1327765	Female	DSMZ	0	-0.817895499	Suspension	RPMI + 20% FBS	60.3	CVCL_1865	2118	haematopoietic_and_lymphoid_tissue	NA	Lymphoma	B-cell_Non-Hodgkins_Mantle Cell	78	SIDM01038	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_mantle_cell	NA
ACH-002254	KARPAS-1106P	KARPAS1106P	KARPAS1106P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1327773	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1821	1030	pleural_effusion	NA	Lymphoma	B-cell_Non-Hodgkins_Mediastinal Large	NA	SIDM01011	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_mediastinal_large	NA
ACH-002214	BC-1	BC1	BC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	910919	Unknown	ATCC	NA	NA	NA	NA	NA	CVCL_1079	585	abdomen	NA	Lymphoma	B-cell_Non-Hodgkins_Primary Effusion	NA	SIDM00896	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_primary_effusion	NA
ACH-002215	BC-3	BC3	BC3_PLEURA	NA	910918	Unknown	ATCC	NA	NA	NA	NA	NA	CVCL_1080	590	pleural_effusion	NA	Lymphoma	B-cell_Non-Hodgkins_Primary Effusion	NA	SIDM00895	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_primary_effusion	NA
ACH-002220	CRO-AP2	CROAP2	CROAP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	906807	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_1147	566	pleural_effusion	NA	Lymphoma	B-cell_Non-Hodgkins_Primary Effusion	NA	SIDM00952	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_primary_effusion	NA
ACH-002253	JSC-1	JSC1	JSC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NA	1327769	Unknown	Sanger	NA	NA	NA	NA	NA	CVCL_3728	1378	ascites	NA	Lymphoma	B-cell_Non-Hodgkins_Primary Effusion	NA	SIDM00688	NA	lymphocyte	non_hodgkin_lymphoma	b_cell_primary_effusion	NA
ACH-000606	PE/CA-PJ34 (clone C12)	PECAPJ34CLONEC12	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	NA	NA	Male	ECACC	2	-3.706380856	Adherent	IMDM + 10% FBS + 2mM Glutamine	80.2	CVCL_2679	NA	upper_aerodigestive_tract	Primary	Head and Neck Cancer	Squamous Cell Carcinoma_basaloid	60	NA	NA	upper_aerodigestive	upper_aerodigestive_squamous	basaloid	NA
ACH-000839	SCaBER	SCABER	SCABER_URINARY_TRACT	NA	NA	Male	ATCC	2	-3.243999581	Adherent	EMEM + 10% FBS + 2mM L-glutamine + 0.1mM Sodium pyruvate + 0.1mM NEAA	54	CVCL_3599	NA	urinary_tract	Primary	Bladder Cancer	Squamous Cell Carcinoma	58	SIDM00032	NA	urinary_tract	bladder_carcinoma	bladder_squamous	NA
ACH-001411	UM-UC-5	UMUC5	UMUC5_URINARY_TRACT	NA	NA	Female	Sigma-Aldrich	2	-2.663857124	Adherent	EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA)	89.9	CVCL_2750	NA	urinary_tract	Primary	Bladder Cancer	Squamous Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_squamous	NA
ACH-000142	CAL-29	CAL29	CAL29_URINARY_TRACT	NA	1290730	Female	DSMZ	2	-3.569374059	Adherent	DMEM + 10% FBS	82.8	CVCL_1808	2040	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	80	SIDM00936	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000242	RT4	RT4	RT4_URINARY_TRACT	NA	687455	Male	ATCC	0	-1.31894874	Adherent	McCoy's 5A + 10% FBS	41.9	CVCL_0036	1309	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	63	SIDM01085	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000384	SW 780	SW780	SW780_URINARY_TRACT	NA	687457	Female	ATCC	NA	NA	NA	NA	NA	CVCL_1728	2039	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	80	SIDM01160	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000473	RT-112	RT112	RT112_URINARY_TRACT	NA	909704	Female	DSMZ	2	-3.025176341	Adherent	RPMI + 10% FBS	67.8	CVCL_1670	25	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	SIDM00402	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000486	KU-19-19	KU1919	KU1919_URINARY_TRACT	NA	907312	Male	DSMZ	2	-4.256240039	Adherent	RPMI + 10% heat inactivated FBS	66.7	CVCL_1344	892	urinary_tract	NA	Bladder Cancer	Transitional Cell Carcinoma	76	SIDM01033	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000545	VM-CUB1	VMCUB1	VMCUB1_URINARY_TRACT	NA	909780	Male	DSMZ	2	-3.977975821	Adherent	DMEM + 10% FBS	67.2	CVCL_1786	276	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	SIDM00414	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000566	SW-1710	SW1710	SW1710_URINARY_TRACT	NA	909749	Female	DSMZ	NA	NA	NA	NA	NA	CVCL_1721	2	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	84	SIDM00420	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000741	U-BLC1	UBLC1	UBLC1_URINARY_TRACT	NA	NA	Female	ECACC	2	-3.83349184	Adherent	2/3 DMEM:1/3 RPMI + 2mM Glutamine + 10% FBS	92	CVCL_2738	NA	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000802	BFTC-905	BFTC905	BFTC905_URINARY_TRACT	NA	910926	Female	DSMZ	2	-4.901520906	Adherent	DMEM + 10% FBS	61.2	CVCL_1083	1583	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	51	SIDM00989	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000834	UM-UC-1	UMUC1	UMUC1_URINARY_TRACT	NA	NA	Male	ECACC	2	-4.506061197	Adherent	EMEM + 10% FBS + 2mM Glutamax + NEAA	66.3	CVCL_2743	NA	lymph_node	Metastasis	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-000973	639-V	639V	639V_URINARY_TRACT	NA	906798	Male	ATCC	1	-5.772209959	Adherent	DMEM + 10% FBS	79.7	CVCL_1048	1483	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	69	SIDM00999	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-001407	UM-UC-13	UMUC13	UMUC13_URINARY_TRACT	NA	NA	Male	Sigma-Aldrich	2	-4.679044761	Adherent	EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA)	84.7	CVCL_2746	NA	lymph_node	Metastasis	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-001409	UM-UC-16	UMUC16	UMUC16_URINARY_TRACT	NA	NA	Unknown	Sigma-Aldrich	1	-2.017366299	Adherent	EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA)	55	CVCL_2748	NA	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-001410	UM-UC-4	UMUC4	UMUC4_URINARY_TRACT	NA	NA	Female	Sigma-Aldrich	NA	NA	NA	NA	NA	CVCL_2749	NA	lymph_node	Metastasis	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-001412	UM-UC-10	UMUC10	UMUC10_URINARY_TRACT	NA	NA	Unknown	Sigma-Aldrich	2	-4.296343933	Adherent	EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA)	91.5	CVCL_2744	NA	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
ACH-001413	UM-UC-11	UMUC11	UMUC11_URINARY_TRACT	NA	NA	Male	Sigma-Aldrich	2	-3.049181877	Adherent	EMEM (EBSS) + 10% FBS + 2 mM Glutamine + 1% Non Essential Amino Acids (NEAA)	81.9	CVCL_2745	NA	urinary_tract	Primary	Bladder Cancer	Transitional Cell Carcinoma	NA	NA	NA	urinary_tract	bladder_carcinoma	bladder_transitional_cell	NA
